CommonName,PublishedSortOrder,BioDataTaxonName,HybridFlag,BenchTaxonName,BenchTaxonReferenceCode,ITIS_TSN,ITIS_MatchCode,PublishedTaxonNameLevel,PublishedTaxonName,PublishedTaxonNameAuthority,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Superfamily,Family,Subfamily,Genus,Species,Subspecies,TaxonVersionNumber
southern studfish,1000733,Fundulus stellifera,N,Fundulus stellifera,"",647005,exact match,Species,Fundulus stellifera,"(Jordan, 1877)","Fundulus stellifera (Jordan, 1877)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Fundulidae,"",Fundulus,Fundulus stellifera,"",5.5
plains killifish,1000735,Fundulus zebrinus,N,Fundulus zebrinus,"",165658,exact match,Species,Fundulus zebrinus,"Jordan and Gilbert, 1883","Fundulus zebrinus Jordan and Gilbert, 1883",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Fundulidae,"",Fundulus,Fundulus zebrinus,"",5.5
bluefin killifish,1000739,Lucania goodei,N,Lucania goodei,"",165680,exact match,Species,Lucania goodei,"Jordan, 1880","Lucania goodei Jordan, 1880",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Fundulidae,"",Lucania,Lucania goodei,"",5.5
mosquitofishes,1000745,Gambusia,N,Gambusia,"",165877,exact match,Genus,Gambusia,"Poey, 1854","Gambusia Poey, 1854",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Poeciliidae,Poeciliinae,Gambusia,"","",5.5
western mosquitofish,1000746,Gambusia affinis,N,Gambusia affinis,"",165878,exact match,Species,Gambusia affinis,"(Baird and Girard, 1853)","Gambusia affinis (Baird and Girard, 1853)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Poeciliidae,Poeciliinae,Gambusia,Gambusia affinis,"",5.5
Eastern Mosquitofish,1000747,Gambusia holbrooki,N,Gambusia holbrooki,"",165878,exact match,Species,Gambusia affinis,"(Baird and Girard, 1853)","Gambusia affinis (Baird and Girard, 1853)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Poeciliidae,Poeciliinae,Gambusia,Gambusia affinis,"",5.5
least killifish,1000757,Heterandria formosa,N,Heterandria formosa,"",165915,exact match,Species,Heterandria formosa,"Girard, 1859","Heterandria formosa Girard, 1859",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Poeciliidae,Poeciliinae,Heterandria,Heterandria formosa,"",5.5
mollies,1000758,Poecilia,N,Poecilia,"",165897,exact match,Genus,Poecilia,"Bloch and Schneider, 1801","Poecilia Bloch and Schneider, 1801",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Poeciliidae,Poeciliinae,Poecilia,"","",5.5
Amazon molly,1000759,Poecilia formosa,N,Poecilia formosa,"",165899,exact match,Species,Poecilia formosa,"(Girard, 1859)","Poecilia formosa (Girard, 1859)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Poeciliidae,Poeciliinae,Poecilia,Poecilia formosa,"",5.5
sailfin molly,1000760,Poecilia latipinna,N,Poecilia latipinna,"",165898,exact match,Species,Poecilia latipinna,"(Lesueur, 1821)","Poecilia latipinna (Lesueur, 1821)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Poeciliidae,Poeciliinae,Poecilia,Poecilia latipinna,"",5.5
Gila topminnow,1000765,Poeciliopsis occidentalis,N,Poeciliopsis occidentalis,"",165918,exact match,Species,Poeciliopsis occidentalis,"(Baird and Girard, 1853)","Poeciliopsis occidentalis (Baird and Girard, 1853)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Poeciliidae,Poeciliinae,Poeciliopsis,Poeciliopsis occidentalis,"",5.5
green swordtail,1000767,Xiphophorus hellerii,N,Xiphophorus hellerii,"",647013,exact match,Species,Xiphophorus hellerii,"Heckel, 1848","Xiphophorus hellerii Heckel, 1848",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Poeciliidae,Poeciliinae,Xiphophorus,Xiphophorus hellerii,"",5.5
Red River pupfish,1000790,Cyprinodon rubrofluviatilis,N,Cyprinodon rubrofluviatilis,"",165641,exact match,Species,Cyprinodon rubrofluviatilis,"Fowler, 1916","Cyprinodon rubrofluviatilis Fowler, 1916",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Cyprinodontidae,Cyprinodontinae,Cyprinodon,Cyprinodon rubrofluviatilis,"",5.5
flagfish,1000797,Jordanella floridae,N,Jordanella floridae,"",165694,exact match,Species,Jordanella floridae,"Goode and Bean in Goode, 1879","Jordanella floridae Goode and Bean in Goode, 1879",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,"",Cyprinodontidae,Cyprinodontinae,Jordanella,Jordanella floridae,"",5.5
sticklebacks,1000799,Gasterosteidae,N,Gasterosteidae,"",166363,exact match,Family,Gasterosteidae,"",Gasterosteidae,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,"",Gasterosteidae,"","","","",5.5
brook stickleback,1000803,Culaea inconstans,N,Culaea inconstans,"",166399,exact match,Species,Culaea inconstans,"(Kirtland, 1840)","Culaea inconstans (Kirtland, 1840)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,"",Gasterosteidae,"",Culaea,Culaea inconstans,"",5.5
threespine sticklebacks,1000804,Gasterosteus,N,Gasterosteus,"",166364,exact match,Genus,Gasterosteus,"Linnaeus, 1758","Gasterosteus Linnaeus, 1758",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,"",Gasterosteidae,"",Gasterosteus,"","",5.5
threespine stickleback,1000805,Gasterosteus aculeatus,N,Gasterosteus aculeatus,"",166365,exact match,Species,Gasterosteus aculeatus,"Linnaeus, 1758","Gasterosteus aculeatus Linnaeus, 1758",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,"",Gasterosteidae,"",Gasterosteus,Gasterosteus aculeatus,"",5.5
opossum pipefish,1000812,Microphis brachyurus,N,Microphis brachyurus,"",166533,exact match,Species,Microphis brachyurus,"(Bleeker, 1853)","Microphis brachyurus (Bleeker, 1853)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,"",Syngnathidae,Syngnathinae,Microphis,Microphis brachyurus,"",5.5
sculpins,1000817,Cottidae,N,Cottidae,"",167196,exact match,Family,Cottidae,"",Cottidae,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"","","","",5.5
freshwater sculpins,1000818,Cottus,N,Cottus,"",167229,exact match,Genus,Cottus,"Linnaeus, 1758","Cottus Linnaeus, 1758",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,"","",5.5
coastrange sculpin,1000819,Cottus aleuticus,N,Cottus aleuticus,"",167230,exact match,Species,Cottus aleuticus,"Gilbert, 1896","Cottus aleuticus Gilbert, 1896",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus aleuticus,"",5.5
prickly sculpin,1000820,Cottus asper,N,Cottus asper,"",167233,exact match,Species,Cottus asper,"Richardson, 1836","Cottus asper Richardson, 1836",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus asper,"",5.5
mottled sculpin,1000823,Cottus bairdii,N,Cottus bairdii,"",167237,exact match,Species,Cottus bairdii,"Girard, 1850","Cottus bairdii Girard, 1850",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus bairdii,"",5.5
Paiute sculpin,1000824,Cottus beldingii,N,Cottus beldingii,"",167238,exact match,Species,Cottus beldingii,"Eigenmann and Eigenmann, 1891","Cottus beldingii Eigenmann and Eigenmann, 1891",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus beldingii,"",5.5
Blue Ridge sculpin,1000825,Cottus caeruleomentum,N,Cottus caeruleomentum,"",643932,exact match,Species,Cottus caeruleomentum,"Kinziger, Raesly and Neely, 2000","Cottus caeruleomentum Kinziger, Raesly and Neely, 2000",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus caeruleomentum,"",5.5
banded sculpin,1000826,Cottus carolinae,N,Cottus carolinae,"",167239,exact match,Species,Cottus carolinae,"(Gill, 1861)","Cottus carolinae (Gill, 1861)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus carolinae,"",5.5
Chattahoochee Sculpin,1000827,Cottus chattahoochee,N,Cottus chattahoochee,"",167229,mapped to nearest ITIS parent taxon,Species,Cottus chattahoochee,"Neely, Williams and Mayden, 2007","Cottus chattahoochee Neely, Williams and Mayden, 2007",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus chattahoochee,"",5.5
slimy sculpin,1000828,Cottus cognatus,N,Cottus cognatus,"",167232,exact match,Species,Cottus cognatus,"Richardson, 1836","Cottus cognatus Richardson, 1836",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus cognatus,"",5.5
shorthead sculpin,1000829,Cottus confusus,N,Cottus confusus,"",167240,exact match,Species,Cottus confusus,"Bailey and Bond, 1963","Cottus confusus Bailey and Bond, 1963",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus confusus,"",5.5
Potomac sculpin,1000832,Cottus girardi,N,Cottus girardi,"",167243,exact match,Species,Cottus girardi,"Robins, 1961","Cottus girardi Robins, 1961",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus girardi,"",5.5
Shoshone sculpin,1000833,Cottus greenei,N,Cottus greenei,"",167244,exact match,Species,Cottus greenei,"(Gilbert and Culver in Jordan and Evermann, 1898)","Cottus greenei (Gilbert and Culver in Jordan and Evermann, 1898)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus greenei,"",5.5
riffle sculpin,1000834,Cottus gulosus,N,Cottus gulosus,"",167234,exact match,Species,Cottus gulosus,"(Girard, 1854)","Cottus gulosus (Girard, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus gulosus,"",5.5
Ozark sculpin,1000835,Cottus hypselurus,N,Cottus hypselurus,"",167263,exact match,Species,Cottus hypselurus,"Robins and Robison, 1985","Cottus hypselurus Robins and Robison, 1985",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus hypselurus,"",5.5
Wood River sculpin,1000837,Cottus leiopomus,N,Cottus leiopomus,"",167246,exact match,Species,Cottus leiopomus,"Gilbert and Evermann, 1894","Cottus leiopomus Gilbert and Evermann, 1894",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus leiopomus,"",5.5
reticulate sculpin,1000840,Cottus perplexus,N,Cottus perplexus,"",167248,exact match,Species,Cottus perplexus,"Gilbert and Evermann, 1894","Cottus perplexus Gilbert and Evermann, 1894",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus perplexus,"",5.5
torrent sculpin,1000843,Cottus rhotheus,N,Cottus rhotheus,"",167252,exact match,Species,Cottus rhotheus,"(Smith, 1882)","Cottus rhotheus (Smith, 1882)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Scorpaeniformes,Cottoidea,Cottidae,"",Cottus,Cottus rhotheus,"",5.5
common snook,1000853,Centropomus undecimalis,N,Centropomus undecimalis,"",167648,exact match,Species,Centropomus undecimalis,"(Bloch, 1792)","Centropomus undecimalis (Bloch, 1792)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centropomidae,Centropominae,Centropomus,Centropomus undecimalis,"",5.5
wiper,1000857,Morone chrysops x Morone saxatilis,Y,Morone chrysops x Morone saxatilis,"",167676,exact match,Genus,Morone,"Mitchill, 1814","Morone Mitchill, 1814",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Moronidae,"",Morone,"","",5.5
white perch,1000858,Morone americana,N,Morone americana,"",167678,exact match,Species,Morone americana,"(Gmelin, 1789)","Morone americana (Gmelin, 1789)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Moronidae,"",Morone,Morone americana,"",5.5
white bass,1000859,Morone chrysops,N,Morone chrysops,"",167682,exact match,Species,Morone chrysops,"(Rafinesque, 1820)","Morone chrysops (Rafinesque, 1820)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Moronidae,"",Morone,Morone chrysops,"",5.5
yellow bass,1000860,Morone mississippiensis,N,Morone mississippiensis,"",167683,exact match,Species,Morone mississippiensis,"Jordan and Eigenmann in Eigenmann, 1887","Morone mississippiensis Jordan and Eigenmann in Eigenmann, 1887",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Moronidae,"",Morone,Morone mississippiensis,"",5.5
striped bass,1000861,Morone saxatilis,N,Morone saxatilis,"",167680,exact match,Species,Morone saxatilis,"(Walbaum, 1792)","Morone saxatilis (Walbaum, 1792)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Moronidae,"",Morone,Morone saxatilis,"",5.5
sunfishes,1000862,Centrarchidae,N,Centrarchidae,"",168093,exact match,Family,Centrarchidae,"",Centrarchidae,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"","","","",5.5
"",1000863,Centrarchidae hybrid,Y,Centrarchidae hybrid,"",168093,exact match,Family,Centrarchidae,"",Centrarchidae,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"","","","",5.5
warmouth x redear sunfish,1000864,Chaenobryttus gulosus x Lepomis microlophus,Y,Chaenobryttus gulosus x Lepomis microlophus,"",168093,exact match,Family,Centrarchidae,"",Centrarchidae,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"","","","",5.5
mud sunfish,1000866,Acantharchus pomotis,N,Acantharchus pomotis,"",168095,exact match,Species,Acantharchus pomotis,"(Baird, 1855)","Acantharchus pomotis (Baird, 1855)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Acantharchus,Acantharchus pomotis,"",5.5
shadow bass,1000868,Ambloplites ariommus,N,Ambloplites ariommus,"",168099,exact match,Species,Ambloplites ariommus,"Viosca, 1936","Ambloplites ariommus Viosca, 1936",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Ambloplites,Ambloplites ariommus,"",5.5
Roanoke bass,1000869,Ambloplites cavifrons,N,Ambloplites cavifrons,"",168098,exact match,Species,Ambloplites cavifrons,"Cope, 1868","Ambloplites cavifrons Cope, 1868",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Ambloplites,Ambloplites cavifrons,"",5.5
Ozark bass,1000870,Ambloplites constellatus,N,Ambloplites constellatus,"",168100,exact match,Species,Ambloplites constellatus,"Cashner and Suttkus, 1977","Ambloplites constellatus Cashner and Suttkus, 1977",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Ambloplites,Ambloplites constellatus,"",5.5
rock bass,1000871,Ambloplites rupestris,N,Ambloplites rupestris,"",168097,exact match,Species,Ambloplites rupestris,"(Rafinesque, 1817)","Ambloplites rupestris (Rafinesque, 1817)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Ambloplites,Ambloplites rupestris,"",5.5
Sacramento perch,1000873,Archoplites interruptus,N,Archoplites interruptus,"",168175,exact match,Species,Archoplites interruptus,"(Girard, 1854)","Archoplites interruptus (Girard, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Archoplites,Archoplites interruptus,"",5.5
flier,1000875,Centrarchus macropterus,N,Centrarchus macropterus,"",168102,exact match,Species,Centrarchus macropterus,"(Lacepède, 1801)","Centrarchus macropterus (Lacepède, 1801)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Centrarchus,Centrarchus macropterus,"",5.5
warmouth,1000877,Chaenobryttus gulosus,N,Chaenobryttus gulosus,"",168139,exact match,Species,Chaenobryttus gulosus,"(Cuvier in Cuvier and Valenciennes, 1829)","Chaenobryttus gulosus (Cuvier in Cuvier and Valenciennes, 1829)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Chaenobryttus,Chaenobryttus gulosus,"",5.5
blackbanded sunfish,1000879,Enneacanthus chaetodon,N,Enneacanthus chaetodon,"",168108,exact match,Species,Enneacanthus chaetodon,"(Baird, 1855)","Enneacanthus chaetodon (Baird, 1855)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Enneacanthus,Enneacanthus chaetodon,"",5.5
bluespotted sunfish,1000880,Enneacanthus gloriosus,N,Enneacanthus gloriosus,"",168113,exact match,Species,Enneacanthus gloriosus,"(Holbrook, 1855)","Enneacanthus gloriosus (Holbrook, 1855)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Enneacanthus,Enneacanthus gloriosus,"",5.5
banded sunfish,1000881,Enneacanthus obesus,N,Enneacanthus obesus,"",168117,exact match,Species,Enneacanthus obesus,"(Girard, 1854)","Enneacanthus obesus (Girard, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Enneacanthus,Enneacanthus obesus,"",5.5
common sunfishes,1000882,Lepomis,N,Lepomis,"",168130,exact match,Genus,Lepomis,"Rafinesque, 1819","Lepomis Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,"","",5.5
redbreast sunfish hybrid,1000883,Lepomis auritus x Lepomis,Y,Lepomis auritus x Lepomis,"",168130,exact match,Genus,Lepomis,"Rafinesque, 1819","Lepomis Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,"","",5.5
redbreast x green sunfish,1000884,Lepomis auritus x Lepomis cyanellus,Y,Lepomis auritus x Lepomis cyanellus,"",168130,exact match,Genus,Lepomis,"Rafinesque, 1819","Lepomis Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,"","",5.5
redbreast sunfish x bluegill,1000885,Lepomis auritus x Lepomis macrochirus,Y,Lepomis auritus x Lepomis macrochirus,"",168130,exact match,Genus,Lepomis,"Rafinesque, 1819","Lepomis Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,"","",5.5
green sunfish x orangespotted sunfish,1000886,Lepomis cyanellus x Lepomis humilis,Y,Lepomis cyanellus x Lepomis humilis,"",168130,exact match,Genus,Lepomis,"Rafinesque, 1819","Lepomis Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,"","",5.5
green x longear sunfish,1000887,Lepomis cyanellus x Lepomis megalotis,Y,Lepomis cyanellus x Lepomis megalotis,"",168130,exact match,Genus,Lepomis,"Rafinesque, 1819","Lepomis Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,"","",5.5
pumpkinseed x green sunfish,1000889,Lepomis gibbosus x Lepomis cyanellus,Y,Lepomis gibbosus x Lepomis cyanellus,"",168130,exact match,Genus,Lepomis,"Rafinesque, 1819","Lepomis Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,"","",5.5
bluegill x redbreast sunfish,1000890,Lepomis macrochirus x Lepomis auritus,Y,Lepomis macrochirus x Lepomis auritus,"",168130,exact match,Genus,Lepomis,"Rafinesque, 1819","Lepomis Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,"","",5.5
bluegill x green sunfish,1000891,Lepomis macrochirus x Lepomis cyanellus,Y,Lepomis macrochirus x Lepomis cyanellus,"",168130,exact match,Genus,Lepomis,"Rafinesque, 1819","Lepomis Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,"","",5.5
