Superclass,Class,Subclass,Superorder,Order,Superfamily,Family,Genus,Species,Species_period
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis auritus x cyanellus,Lepomis.auritus.x.cyanellus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis auritus x macrochirus,Lepomis.auritus.x.macrochirus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis cyanellus,Lepomis.cyanellus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis cyanellus x auritis,Lepomis.cyanellus.x.auritis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis cyanellus x gibbosus,Lepomis.cyanellus.x.gibbosus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis cyanellus x gulosus,Lepomis.cyanellus.x.gulosus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis cyanellus x humilis,Lepomis.cyanellus.x.humilis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis cyanellus x humilus,Lepomis.cyanellus.x.humilus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis cyanellus x megalotis,Lepomis.cyanellus.x.megalotis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis cyanellus x microlophus,Lepomis.cyanellus.x.microlophus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis gibbosus,Lepomis.gibbosus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis gibbosus x cyanellus,Lepomis.gibbosus.x.cyanellus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis gulosus,Lepomis.gulosus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis humilis,Lepomis.humilis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus,Lepomis.macrochirus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus x auritis,Lepomis.macrochirus.x.auritis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus x auritus,Lepomis.macrochirus.x.auritus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus x cyanellus,Lepomis.macrochirus.x.cyanellus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus x gibbosus,Lepomis.macrochirus.x.gibbosus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus x gulosus,Lepomis.macrochirus.x.gulosus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus x humilus,Lepomis.macrochirus.x.humilus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus x megalotis,Lepomis.macrochirus.x.megalotis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus x microlophus,Lepomis.macrochirus.x.microlophus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis macrochirus x punctatus,Lepomis.macrochirus.x.punctatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis marginatus,Lepomis.marginatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis megalotis,Lepomis.megalotis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis megalotis x auritis,Lepomis.megalotis.x.auritis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis megalotis x gulosus,Lepomis.megalotis.x.gulosus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis microlophus,Lepomis.microlophus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis microlophus x cyanellus,Lepomis.microlophus.x.cyanellus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis miniatus,Lepomis.miniatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis miniatus x punctatus,Lepomis.miniatus.x.punctatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis peltastes,Lepomis.peltastes
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis punctatus,Lepomis.punctatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis symmetricus,Lepomis.symmetricus
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Lethenteron,Lethenteron camtschaticum,Lethenteron.camtschaticum
Osteichthyes,Actinopterygii,Neopterygii,Paracanthopterygii,Gadiformes,,Gadidae,Lota,Lota lota,Lota.lota
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Lucania,Lucania goodei,Lucania.goodei
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Lucania,Lucania parva,Lucania.parva
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus,Luxilus albeolus,Luxilus.albeolus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus,Luxilus cardinalis,Luxilus.cardinalis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus,Luxilus cerasinus,Luxilus.cerasinus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus,Luxilus chrysocephalus,Luxilus.chrysocephalus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus,Luxilus coccogenis,Luxilus.coccogenis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus,Luxilus cornutus,Luxilus.cornutus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus,Luxilus pilsbryi,Luxilus.pilsbryi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus x notropis,Luxilus x notropis chrysocephalus x percobromus,Luxilus.x.notropis.chrysocephalus.x.percobromus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus,Luxilus zonatus,Luxilus.zonatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Luxilus,Luxilus zonistius,Luxilus.zonistius
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus ardens,Lythrurus.ardens
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus atrapiculus,Lythrurus.atrapiculus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus bellus,Lythrurus.bellus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus fasciolaris,Lythrurus.fasciolaris
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus fumeus,Lythrurus.fumeus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus lirus,Lythrurus.lirus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus matutinus,Lythrurus.matutinus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus roseipinnis,Lythrurus.roseipinnis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus snelsoni,Lythrurus.snelsoni
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lythrurus,Lythrurus umbratilis,Lythrurus.umbratilis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Macrhybopsis,Macrhybopsis aestivalis,Macrhybopsis.aestivalis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Macrhybopsis,Macrhybopsis australis,Macrhybopsis.australis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Macrhybopsis,Macrhybopsis gelida,Macrhybopsis.gelida
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Macrhybopsis,Macrhybopsis hyostoma,Macrhybopsis.hyostoma
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Macrhybopsis,Macrhybopsis marconis,Macrhybopsis.marconis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Macrhybopsis,Macrhybopsis meeki,Macrhybopsis.meeki
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Macrhybopsis,Macrhybopsis storeriana,Macrhybopsis.storeriana
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Macrhybopsis,Macrhybopsis tomellerii,Macrhybopsis.tomellerii
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Margariscus,Margariscus margarita,Margariscus.margarita
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Margariscus,Margariscus nachtriebi,Margariscus.nachtriebi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Atheriniformes,,Atherinopsidae,Membras,Membras martinica,Membras.martinica
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Atheriniformes,,Atherinidae,Menidia,Menidia audens,Menidia.audens
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Atheriniformes,,Atherinidae,Menidia,Menidia beryllina,Menidia.beryllina
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Atheriniformes,,Atherinidae,Menidia,Menidia menidia,Menidia.menidia
Osteichthyes,Actinopterygii,Neopterygii,Paracanthopterygii,Gadiformes,,Gadidae,Microgadus,Microgadus tomcod,Microgadus.tomcod
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Gobiidae,Microgobius,Microgobius gulosus,Microgobius.gulosus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,,Syngnathidae,Microphis,Microphis brachyurus,Microphis.brachyurus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus cataractae,Micropterus.cataractae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus cataractae x punctulatum,Micropterus.cataractae.x.punctulatum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus chattahoochae,Micropterus.chattahoochae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus coosae,Micropterus.coosae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus dolomieu,Micropterus.dolomieu
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus henshalli,Micropterus.henshalli
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus notius,Micropterus.notius
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus punctulatus,Micropterus.punctulatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus salmoides,Micropterus.salmoides
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus salmoides x punctulatum,Micropterus.salmoides.x.punctulatum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Micropterus,Micropterus treculii,Micropterus.treculii
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Minytrema,Minytrema melanops,Minytrema.melanops
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Cobitidae,Misgurnus,Misgurnus anguillicaudatus,Misgurnus.anguillicaudatus
Osteichthyes,Actinopterygii,Neopterygii,,Synbranchiformes,,Synbranchidae,Monopterus,Monopterus albus,Monopterus.albus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Moronidae,Morone,Morone americana,Morone.americana
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Moronidae,Morone,Morone chrysops,Morone.chrysops
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Moronidae,Morone,Morone chrysops x saxatilis,Morone.chrysops.x.saxatilis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Moronidae,Morone,Morone mississippiensis,Morone.mississippiensis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Moronidae,Morone,Morone saxatilis,Morone.saxatilis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Moronidae,Morone,Morone saxatilis x spp,Morone.saxatilis.x.spp
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma anisurum,Moxostoma.anisurum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma ariommum,Moxostoma.ariommum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma breviceps,Moxostoma.breviceps
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma carinatum,Moxostoma.carinatum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma cervinum,Moxostoma.cervinum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma collapsum,Moxostoma.collapsum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma congestum,Moxostoma.congestum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma duquesnei,Moxostoma.duquesnei
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma erythrurum,Moxostoma.erythrurum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma lachneri,Moxostoma.lachneri
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma macrolepidotum,Moxostoma.macrolepidotum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma pappillosum,Moxostoma.pappillosum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma pisolabrum,Moxostoma.pisolabrum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma poecilurum,Moxostoma.poecilurum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma robustum,Moxostoma.robustum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma rupiscartes,Moxostoma.rupiscartes
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Moxostoma,Moxostoma valenciennesi,Moxostoma.valenciennesi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Mugiliformes,,Mugilidae,Mugil,Mugil cephalus,Mugil.cephalus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Mugiliformes,,Mugilidae,Mugil,Mugil curema,Mugil.curema
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Mylocheilus,Mylocheilus caurinus,Mylocheilus.caurinus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Mylopharodon,Mylopharodon conocephalus,Mylopharodon.conocephalus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Mylopharyngodon,Mylopharyngodon piceus,Mylopharyngodon.piceus
Osteichthyes,Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,,Ophichthidae,Myrophis,Myrophis punctatus,Myrophis.punctatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Gobiidae,Neogobius,Neogobius melanostomus,Neogobius.melanostomus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Nocomis,Nocomis asper,Nocomis.asper
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Nocomis,Nocomis biguttatus,Nocomis.biguttatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Nocomis,Nocomis effusus,Nocomis.effusus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Nocomis,Nocomis leptocephalus,Nocomis.leptocephalus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Nocomis,Nocomis micropogon,Nocomis.micropogon
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Nocomis,Nocomis platyrhynchus,Nocomis.platyrhynchus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Nocomis,Nocomis raneyi,Nocomis.raneyi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notemigonus,Notemigonus crysoleucas,Notemigonus.crysoleucas
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis alborus,Notropis.alborus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis altipinnis,Notropis.altipinnis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis amabilis,Notropis.amabilis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis ammophilus,Notropis.ammophilus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis amoenus,Notropis.amoenus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis amplamala,Notropis.amplamala
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis ariommus,Notropis.ariommus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis asperifrons,Notropis.asperifrons
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis atherinoides,Notropis.atherinoides
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis atrocaudalis,Notropis.atrocaudalis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis baileyi,Notropis.baileyi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis bairdi,Notropis.bairdi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis bifrenatus,Notropis.bifrenatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis blennius,Notropis.blennius
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis boops,Notropis.boops
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis braytoni,Notropis.braytoni
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis buccatus,Notropis.buccatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis buccula,Notropis.buccula
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis buchanani,Notropis.buchanani
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis cahabae,Notropis.cahabae
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis calientis,Notropis.calientis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis candidus,Notropis.candidus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis chalybaeus,Notropis.chalybaeus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis chiliticus,Notropis.chiliticus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis chlorocephalus,Notropis.chlorocephalus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis chrosomus,Notropis.chrosomus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis cummingsae,Notropis.cummingsae
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis dorsalis,Notropis.dorsalis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis edwardraneyi,Notropis.edwardraneyi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis girardi,Notropis.girardi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis greenei,Notropis.greenei
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis harperi,Notropis.harperi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis heterodon,Notropis.heterodon
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis heterolepis,Notropis.heterolepis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis hudsonius,Notropis.hudsonius
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis hypsilepis,Notropis.hypsilepis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis jemezanus,Notropis.jemezanus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis leuciodus,Notropis.leuciodus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis longirostris,Notropis.longirostris
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis lutipinnis,Notropis.lutipinnis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis maculatus,Notropis.maculatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis micropteryx,Notropis.micropteryx
