Superclass,Class,Subclass,Superorder,Order,Superfamily,Family,Genus,Species,Species_period
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Beloniformes,Scomberesocoidea,Belonidae,Strongylura,Strongylura marina,Strongylura.marina
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,,Syngnathidae,Syngnathus,Syngnathus scovelli,Syngnathus.scovelli
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Osmeriformes,Osmeroidea,Osmeridae,Thaleichthys,Thaleichthys pacificus,Thaleichthys.pacificus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Thoburnia,Thoburnia atripinnis,Thoburnia.atripinnis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Thoburnia,Thoburnia rhothoeca,Thoburnia.rhothoeca
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Thymallus,Thymallus arcticus,Thymallus.arcticus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Cichlidae,Tilapia,Tilapia mariae,Tilapia.mariae
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Tinca,Tinca tinca,Tinca.tinca
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Pleuronectiformes,,Achiridae,Trinectes,Trinectes maculatus,Trinectes.maculatus
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Esociformes,,Umbridae,Umbra,Umbra limi,Umbra.limi
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Esociformes,,Umbridae,Umbra,Umbra pygmaea,Umbra.pygmaea
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Poeciliidae,Xiphophorus,Xiphophorus hellerii,Xiphophorus.hellerii
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Xyrauchen,Xyrauchen texanus,Xyrauchen.texanus
